sample	PC1	PC2	PC3	PC4	PC5	label	core	flowcell	depth_in_core_cm	y_bp	library_concentration	temp	temp_method	mis	initial	avg_leng_initial	derep	avg_len_derep	sst	age_kyr	total_reads	detected_taxa	log_total_reads
LV3003061516	19.2486386399742	-5.50911080535452	-15.0279899660316	9.59665076398799	9.755825810038	LV3003061516	ST13		121	48537	61.03	7.2048079215501	mgca_jonkers_2013	4.45537	54250107	75.6	26855001	76.7	8.80675928823849	48.537	448781	464	5.65203542967092
LV3003047110	-6.1453702951951	4.33708460124694	-16.4801544845805	5.50757094352409	8.19051461674097	LV3003047110	ST8		359.5	49154.8	66.07	3.87605363725645	mgca_jonkers_2013	4.441424	47425083	62.5	15940375	65.4	8.86409767812845	49.1548	176521	345	5.24679883937363
LV3003061504	16.7588179919414	-4.63631321461703	-12.7500566374757	9.38617570901875	8.99051269344846	LV3003061504	ST13		126	50268	187.42	7.48681575981377	mgca_jonkers_2013	4.33732	96239561	74.4	42611651	77.1	8.96741444022863	50.268	396789	450	5.59856071842281
LV7008886221	3.30054918543824	0.714325575713992	-29.6688302457802	-2.58914012331571	-1.66821601826668	LV7008886221	GeoB25202_R1		129.5	50355.5	94.36	8.9755353679	uk37_alkenone	4.336445	97977738	44.9	30262882	47	8.9755353679	50.3555	438595	472	5.64206466658945
LV7008886728	10.4503764103259	7.03704919639239	-21.7314261000647	10.8247126857287	9.05937944106078	LV7008886728	GeoB25202_R2		129.5	50355.5	42.73	8.9755353679	uk37_alkenone	4.336445	152247351	58.3	27749284	61.8	8.9755353679	50.3555	330465	449	5.51912678372496
LV3003047094	2.6937229447042	-13.1660468087356	-18.0013259872224	1.73396161745176	4.9948637963189	LV3003047094	ST8		364.5	50684.8	129.24	4.00225282026463	mgca_jonkers_2013	4.333152	80270443	61.2	21674703	64.2	8.71916462667657	50.6848	316404	453	5.50024333783212
LV3003061486	-11.0573144265593	4.05860106667605	-11.507653851978	0.224250459543054	7.92517731438779	LV3003061486	ST13		131	52105	128.79	7.76882359807744	mgca_jonkers_2013	4.32365	27685092	68.7	20117935	70.3	7.61349281773178	52.105	207288	312	5.31657625643031
LV3003047081	15.3543681784049	5.04583514021527	-17.8926135096063	7.15417551893825	5.49260992831182	LV3003047081	ST8		369.5	52207.18	90.06	4.12845200327281	mgca_jonkers_2013	4.3369334	57423869	57.2	15919889	58.8	7.53394237030326	52.20718	284676	541	5.45435238047121
LV3003047065	-28.0823261014595	18.9854294197537	-1.84359933342862	-4.74435645135475	0.59195142850653	LV3003047065	ST8		374.5	53610.18	140.39	4.25465118628098	mgca_jonkers_2013	4.4033892	57784676	58.3	11483201	61.5	6.44166131978254	53.61018	139588	270	5.14485119602693
LV3003061475	11.0217082172593	-8.52442818291524	-17.2340495875055	-0.12752415944528	5.89617546425584	LV3003061475	ST13		136	53844	108.69	8.05083143634111	mgca_jonkers_2013	4.38936	112973110	69.7	29608396	73.6	6.25962485846197	53.844	339939	471	5.5314022700764
LV7008886692	-13.0573009466229	4.86142782690773	-18.6351970581693	-1.83658559309895	3.32483576071486	LV7008886692	GeoB25202_R1		139.5	53875	51.47	6.235490352	uk37_alkenone	4.3875	102859565	52.6	21513038	56	6.235490352	53.875	226186	325	5.3544676404192
LV7008886704	-3.44123182297184	-5.47571547417801	-15.1036832609831	2.42179346721788	8.18217830611043	LV7008886704	GeoB25202_R2		139.5	53875	23.87	6.235490352	uk37_alkenone	4.3875	186672027	56.9	18918645	61.2	6.235490352	53.875	266844	383	5.42625906963631
LV3003047161	-56.4483850994006	28.5105693209279	28.4067511740286	9.09895757828652	-9.83762218477938	LV3003047161	ST8		379.5	54983.46	31.63	4.38085036928916	mgca_jonkers_2013	4.3111578	1104778	59.1	793502	62	6.47543092855096	54.98346	7628	30	3.88246761489537
LV3003061570	23.2081508310586	-26.1505430850658	-5.99313622482664	6.97059828689801	2.47949914979429	LV3003061570	ST13		141	55466	127.35	8.04038666688849	mgca_jonkers_2013	4.32864	79639505	71.1	31089341	73.9	6.57988298438419	55.466	485560	594	5.68624379716732
LV3003047160	-58.9100279853562	29.0071672989671	29.1821047174146	8.45169574180931	-11.2875622896371	LV3003047160	ST8		384.5	55891.1266666667	36.23	4.50704955229734	mgca_jonkers_2013	4.34564506666667	1905989	56.6	991574	66.2	6.67190717786631	55.8911266666667	6403	24	3.80645132324726
LV3003047159	-6.32888043815192	-5.94667787200429	-9.15628384724875	7.69188887475396	13.2629791280546	LV3003047159	ST8		389.5	56798.7933333333	81.65	4.63324873530552	mgca_jonkers_2013	4.41390346666667	39132173	80.8	14300268	84.8	6.86838342718166	56.7987933333333	168854	362	5.22751392514472
LV3003047158	-0.109198994875914	22.5624855529465	-11.7347843792341	15.6898274764482	8.98358445392085	LV3003047158	ST8		394.5	57706.46	70.06	4.75944791831369	mgca_jonkers_2013	4.4723876	44291383	79.6	12643578	86.6	7.06485967649701	57.70646	197348	372	5.29523493009519
LV3003061557	11.6589599993464	-35.6566607381113	7.99527898763242	7.89760939003005	5.709049002528	LV3003061557	ST13		146	58082	188.06	8.02994189743588	mgca_jonkers_2013	4.48508	59537389	82.9	38572967	90.5	7.14615019137165	58.082	444799	531	5.648164778574
LV7008886765	10.7669777908393	-2.05682921126778	-27.4693365577996	5.4133069441066	-0.292627236825405	LV7008886765	GeoB25202_R1		149.5	58181	42.2	7.16758002833333	uk37_alkenone	4.47914	133978185	51.4	29219035	54.5	7.16758002833333	58.181	405489	549	5.60798014831692
LV3003047139	2.51355974439956	20.1516183915655	-10.1555429247528	10.4584778993152	8.10265999746416	LV3003047139	ST8		399.5	58614.1266666667	44.97	4.88564710132187	mgca_jonkers_2013	4.4531524	15155861	77.9	8529497	83.7	8.62798528680874	58.6141266666667	193122	350	5.28583399919759
LV7008886741	-50.0754924703241	23.1653412691474	20.5134769190936	4.80175766243123	-7.7683976580505	LV7008886741	GeoB25202_R1		155.5	58997	11.14	9.918947659625	uk37_alkenone	4.43018	84181826	45.8	4319623	50.5	9.918947659625	58.997	36360	90	4.56063581867836
LV7008886753	-20.3951793478919	-8.87769717151517	3.59128575536185	-1.38780252626246	4.18899751530462	LV7008886753	GeoB25202_R2		155.5	58997	24.03	9.918947659625	uk37_alkenone	4.43018	129194349	43.9	9629685	47.9	9.918947659625	58.997	183516	313	5.26367630109068
LV3003047150	23.4972113230817	17.7020602573624	-16.8513128103838	11.4760345708823	4.91659603074262	LV3003047150	ST8		404.5	59521.7933333333	73.51	5.01184628433005	mgca_jonkers_2013	4.51870486666667	67120474	74.5	15427841	80.5	8.44254713374637	59.5217933333333	369577	509	5.56770611091665
LV7008886705	-35.4065623839582	12.3679098634761	4.08343419285285	5.92994418784732	3.31812933544454	LV7008886705	GeoB25202_R1		159.5	59738	23.86	7.834293148625	uk37_alkenone	4.55546	95103090	43.4	12531371	45.3	7.834293148625	59.738	82777	207	4.91791492919863
LV7008886717	-11.0714388150454	-11.6383361990273	-8.60884238533646	-2.24942668843018	3.41922789948833	LV7008886717	GeoB25202_R2		159.5	59738	49.74	7.834293148625	uk37_alkenone	4.55546	128512499	41.9	19897194	43.6	7.834293148625	59.738	201068	373	5.30334511800236
LV3003047149	-5.92732435143915	6.28001753817302	-15.2995320192454	-3.28157803362602	9.81511043543872	LV3003047149	ST8		409.5	60431.7	45.56	5.12335113965152	mgca_jonkers_2013	4.561147	62250597	65.1	9170430	69.9	7.85555370343168	60.4317	174745	360	5.2424072433716
LV3003047148	-0.990088825290164	6.12010588800297	-19.1421598568833	-1.54319896689413	9.2586021253134	LV3003047148	ST8		414.5	61376.7	47.48	5.00464486121452	mgca_jonkers_2013	4.543903	53529330	65.5	11451620	69.9	7.88451611411687	61.3767	231255	399	5.36409300944604
LV3003061543	38.7093708819943	-25.4172302879085	15.3320444011676	15.8223490417607	-12.9034097797507	LV3003061543	ST13		151	62293	184.56	8.01949712798326	mgca_jonkers_2013	4.57949	90294874	80.7	44589548	82.9	7.91259892566273	62.293	850907	801	5.92988260679173
LV3003047147	7.64238775872692	12.0946808997591	-16.9973178119029	2.82362955834456	8.25905713018495	LV3003047147	ST8		419.5	62321.7	48.14	4.88593858277752	mgca_jonkers_2013	4.577481	52440180	63.1	9223523	66.9	7.91347852480206	62.3217	230733	427	5.36311159506033
LV3003047146	27.4176779932355	10.4109375601042	-18.1895004068609	7.48120322239001	-0.210166611308672	LV3003047146	ST8		424.5	63266.7	97.4	4.76723230434052	mgca_jonkers_2013	4.484661	58056720	65	17613674	68	7.94244093548725	63.2667	383035	588	5.58323959346369
LV3003047126	-3.57778975240721	4.2064128327638	-15.4410062314847	1.08474548463821	8.32001761415643	LV3003047126	ST8		429.5	64210.824	52.91	4.67067279387671	mgca_jonkers_2013	4.38529888	39791476	69.2	8102851	73.6	7.97137649847746	64.210824	159066	356	5.20158009036671
LV3003061529	44.62927696784	-20.6552289142836	24.9333515147429	-3.99932126595701	-19.1105928806159	LV3003061529	ST13		156	66015	177.08	8.00905235853065	mgca_jonkers_2013	4.56805	91959511	75.1	42965230	98.8	8.02667098129265	66.015	1022208	869	6.00953970036519
LV3003047138	-15.2105024490484	-23.8144758609561	-8.79563668238305	-2.85560133699326	6.98837520864893	LV3003047138	ST8		439.2	66015.8	67.91	5.15646144484223	mgca_jonkers_2013	4.567946	43852530	62.5	11180916	66.1	8.02669549973556	66.0158	238312	413	5.37714773380374
LV3003047137	-18.4238004940441	14.5281158578545	-15.8226759907037	6.36663212682755	2.62930665644361	LV3003047137	ST8		444.2	66946.2	44.94	5.40686796595848	mgca_jonkers_2013	4.446994	57575945	58.1	8645599	61.2	8.05521044883768	66.9462	199065	339	5.29899708989525
LV3003047136	-4.86489296298021	-31.4967299583586	-7.25111273479113	0.527611618276115	5.91289514465002	LV3003047136	ST8		449.2	67876.6	70.92	5.65727448707473	mgca_jonkers_2013	4.422468	48960938	67.8	12594447	74.4	8.08372539793979	67.8766	273614	468	5.43713990239991
LV7008886229	-2.60719220124471	-50.1663453577807	-20.391398012209	-15.3547971892741	-36.7702923169557	LV7008886229	GeoB25202_R2		167.5	68149	132.24	8.09207392775	uk37_alkenone	4.42745	116981055	44.2	41819821	45.4	8.09207392775	68.149	1307891	903	6.11657188333034
LV7008886778	-3.33049026293855	-57.3488988069742	-12.2963811288492	-15.8127381481961	-32.9514410411659	LV7008886778	GeoB25202_R1		167.5	68149	72.83	8.09207392775	uk37_alkenone	4.42745	72287871	47.2	32290184	48	8.09207392775	68.149	1069557	840	6.02920434047086
LV3003047134	-24.7761540696205	-41.0598232599609	7.35510488088545	1.23659732301997	9.3417855284471	LV3003047134	ST8		454.2	68807	41.22	5.90768100819097	mgca_jonkers_2013	4.46035	108020076	64.7	16261207	70.5	8.5256420642359	68.807	265089	429	5.42339334513508
LV3003047133	-7.97725048253	-15.1302153645763	-21.3555180660942	3.36955785570993	6.46579565721719	LV3003047133	ST8		459.2	70162	57.68	5.78064895406092	mgca_jonkers_2013	4.3038	58661945	62.9	13264329	66	9.41847614468938	70.162	265736	419	5.4244520277904
LV3003061515	29.1592278043623	-54.8840271709577	43.7289303640257	13.8253200019813	-15.0399305618806	LV3003061515	ST13		164.8	71001.2	490.61	7.99066956429404	mgca_jonkers_2013	4.219988	98734597	71.1	67640910	73.4	9.97144024824405	71.0012	1712411	984	6.23360826256073
LV3003047107	-1.407396905943	-16.583940585972	-18.3338559669545	-1.80873580191745	5.49478562011799	LV3003047107	ST8		464.2	71517	80.3	5.65361689993088	mgca_jonkers_2013	4.21483	51573373	66.1	14724119	69.8	10.3113102251429	71.517	276159	443	5.44116077403512
LV7008886754	2.12371381795273	-52.7222966378493	1.5375944253639	-4.70024410908591	-25.9590828984735	LV7008886754	GeoB25202_R1		173.5	71889.5	93.18	10.5567572325	uk37_alkenone	4.211105	95700354	45.2	38747528	46.3	10.5567572325	71.8895	1135815	933	6.05530798220513
LV7008886766	0.778247768782162	-57.0731609838634	1.42151808946389	-6.6303434717694	-23.6885088591956	LV7008886766	GeoB25202_R2		173.5	71889.5	126.44	10.5567572325	uk37_alkenone	4.211105	78971219	43.7	39085954	44.9	10.5567572325	71.8895	1186650	900	6.07432300955226
LV3003047125	-34.811799454879	0.0203839076604854	1.51338873017407	2.34605162125488	2.29618276645635	LV3003047125	ST8		469.2	72872	32.35	5.52658484580083	mgca_jonkers_2013	4.22744	36807425	62	6069589	66	9.79667019017442	72.872	107697	232	5.03220763833021
LV3003061503	32.4243156381988	-39.3085080565485	4.18531439668879	1.56017907653171	-21.7014123246675	LV3003061503	ST13		169.8	73147.2	217.76	7.64208514608633	mgca_jonkers_2013	4.20056	97446873	68.6	49665279	71.4	9.58376845577441	73.1472	1167454	769	6.06724014951367
LV3003047124	-48.7050632411261	23.8976511718096	11.6222191216326	2.75014658654726	-5.47211400269622	LV3003047124	ST8		474.2	74227	25.72	5.39955279167078	mgca_jonkers_2013	4.01184	56910985	56.2	4264279	59.8	8.74840765343023	74.227	69484	145	4.84189106185163
LV7008886730	0.646936590870858	-45.920180304005	-21.8586742862513	-13.5303480759819	-40.5384469945532	LV7008886730	GeoB25202_R1		179.5	75351	65.59	7.8788526045	uk37_alkenone	3.98861	89081140	43.4	31762557	44.5	7.8788526045	75.351	1065055	837	6.02737244331616
LV7008886742	6.10717034570951	-43.2970145358065	-15.1336888600765	-9.81377862841081	-46.4164478125455	LV7008886742	GeoB25202_R2		179.5	75351	108.77	7.8788526045	uk37_alkenone	3.98861	92781115	43.1	39562418	43.9	7.8788526045	75.351	1336420	958	6.12594329135435
LV3003047123	-52.7228806908377	24.7928799175614	22.4292731122711	9.15778105902652	-6.8868510718876	LV3003047123	ST8		479.2	75589	0.85	5.27252073754074	mgca_jonkers_2013	4.01479	138968645	61.2	2680752	68.5	7.91867251010661	75.589	25995	82	4.41490652829503
LV3003061485	32.7259294573659	-45.9313048306553	25.0853872926409	2.70683118205154	-30.3074254785609	LV3003061485	ST13		174.8	75779.6	260.72	7.29350072787861	mgca_jonkers_2013	4.035756	104758234	70.5	60355839	72.6	7.95056189669746	75.7796	1607425	930	6.20613098873069
LV3003047122	-48.805242357519	23.9065926418742	12.4002504798062	5.85698493706412	-5.77840943154127	LV3003047122	ST8		484.2	76951	31.46	5.14548868341069	mgca_jonkers_2013	4.07902	24623727	58.2	2750192	61.2	8.14654944891421	76.951	43633	126	4.63982502729579
LV3003061474	21.2027646596894	-33.4154729025798	-7.6105302561965	-3.11064274310314	-16.1311032507949	LV3003061474	ST13		179.8	77779.8	196.45	6.94491630967089	mgca_jonkers_2013	4.056606	61905276	70.5	36941813	72.6	8.28521641432076	77.7798	633449	658	5.80171234048059
LV7008886706	-1.83869291341182	-48.6458822607604	-19.7347497231968	-22.1146041639355	-31.0512209864557	LV7008886706	GeoB25202_R1		185.5	79025.5	126.07	8.49363513875	uk37_alkenone	4.046175	120762355	45.3	44372285	46.5	8.49363513875	79.0255	1015717	767	6.00677314884995
LV7008886718	3.7026165058618	-32.2578188544042	-23.9393889512764	-14.8058430450943	-28.5000816812887	LV7008886718	GeoB25202_R2		185.5	79025.5	84.54	8.49363513875	uk37_alkenone	4.046175	89422185	43.8	31128648	44.8	8.49363513875	79.0255	679496	691	5.83218754364935
LV3003047093	-19.8749727635573	-35.3753578034262	-6.01187844273143	-7.26391848023917	1.88629574482075	LV3003047093	ST8		494.2	79675	113.42	4.8914245751506	mgca_jonkers_2013	3.94875	32053168	64.3	15287314	67.4	8.33291896762292	79.675	373747	441	5.57257887734242
LV3003047106	-37.142513044555	-2.03563911373321	-10.5126353830174	-2.59309391712861	-2.29564627461876	LV3003047106	ST8		499.2	81063.75	62.43	5.17810449410702	mgca_jonkers_2013	3.818725	64245615	57.3	11079779	60.7	7.9892783476803	81.06375	180685	275	5.25692450364952
LV7008886743	-34.6465569874119	-30.9494696498557	-35.5118032006695	-20.6509638067347	-21.4277630918468	LV7008886743	GeoB25202_R1		189.5	81670.5	85.87	7.83914049266667	uk37_alkenone	3.80659	54153294	42.7	24381951	43.7	7.83914049266667	81.6705	536346	512	5.72944585578515
LV7008886755	-27.4731984742048	-47.1956697730948	-31.7201789626144	-21.8118070524411	-26.2634623298605	LV7008886755	GeoB25202_R2		189.5	81670.5	58.83	7.83914049266667	uk37_alkenone	3.80659	55364060	44.5	24465147	45.1	7.83914049266667	81.6705	636273	630	5.80364417706739
LV3003061569	19.8445203669927	-46.3795416696888	0.564497102717687	-5.218955730136	-17.2530528389453	LV3003061569	ST13		184.8	81694.6	141.44	6.59633189146317	mgca_jonkers_2013	3.806108	68025287	68.4	40574926	70.4	7.84255695133946	81.6946	720079	710	5.85738074869307
LV3003047105	-52.9369564154677	17.903397118205	13.1412800132443	4.89943789033061	-7.54986663386584	LV3003047105	ST8		504.2	82452.5	68.23	5.46478441306344	mgca_jonkers_2013	3.813575	16496033	62.3	4172799	66.1	7.94999819731899	82.4525	62015	114	4.79250375103465
LV3003047104	-50.3419280130275	15.9055218779711	11.1929398513944	4.74301609150338	-9.39000627019009	LV3003047104	ST8		509.2	83841.25	1	5.75146433201987	mgca_jonkers_2013	3.8215875	113383177	60.2	4784193	65.9	8.14686985631632	83.84125	88376	138	4.94633925514029
LV3003047101	-21.3101836640104	-7.17256939109147	-11.3531673684532	-1.8522189630521	0.768295986551177	LV3003047101	ST8		514.2	85230	13.39	6.03814425097629	mgca_jonkers_2013	3.9753	127819917	64.4	11082300	71.1	8.34374151531365	85.23	208332	340	5.31875806775269
LV3003047100	-16.0330025060254	-29.5439424045256	-11.5638224366731	-7.71449998965703	1.61091139477829	LV3003047100	ST8		519.2	86611.75	84.21	6.32482416993271	mgca_jonkers_2013	4.13341	95184735	62.5	20731269	66.1	8.5396208419164	86.61175	317133	448	5.50124280532202
LV3003061556	5.51244242619141	-35.0266975467227	-8.19302800421775	-0.692947434531182	-8.87222721155731	LV3003061556	ST13		189.8	86617.4	171.57	7.55543370271281	mgca_jonkers_2013	4.134088	66695607	68.8	34433301	71.6	8.5404217959206	86.6174	481812	539	5.68287851370321
LV7008886719	-36.3813996950152	-8.96810684973724	-39.0691591123588	-16.7785183380681	-20.1085383876233	LV7008886719	GeoB25202_R1		195.5	87282.5	42.16	8.63470754958333	uk37_alkenone	4.160225	234101729	39.4	26822639	40.8	8.63470754958333	87.2825	433496	432	5.63698609630368
LV7008886731	-35.9322534852345	-8.35010885762001	-39.257663773516	-19.777422615764	-19.6770734427827	LV7008886731	GeoB25202_R2		195.5	87282.5	63.44	8.63470754958333	uk37_alkenone	4.160225	79646998	39.2	25551214	40.6	8.63470754958333	87.2825	482271	444	5.68329204815765
LV3003047080	-11.7633746326312	-20.7297936270108	-21.7272220842406	-10.7153111822792	-2.98733468007664	LV3003047080	ST8		524.2	87993.5	86.42	6.61150408888914	mgca_jonkers_2013	4.110455	48772380	63.9	19379963	67.4	8.44662940914954	87.9935	360480	462	5.55688237914529
LV3003047091	-34.6820017415418	-23.2401551674873	-2.05279333683862	-2.23307477153631	-0.918782415008381	LV3003047091	ST8		529.2	89375.25	64.75	6.89818400784556	mgca_jonkers_2013	4.072495	58200278	56.8	10983574	61.4	8.08112030852452	89.37525	233626	357	5.36852303224776
LV3003047090	-53.4598540092844	12.883224058644	10.680397234942	3.09598407157739	-6.51741308151293	LV3003047090	ST8		534.2	90757	58.67	7.18486392680198	mgca_jonkers_2013	4.03729	54585489	70.8	9274012	80.3	7.7156112078995	90.757	110264	161	5.04243768180528
LV3003061541	10.5401065752937	-26.9073048548791	-22.5613820238227	-4.57666884691624	-18.1045855272219	LV3003061541	ST13		194.8	91090	185.23	8.51453551396245	mgca_jonkers_2013	4.0255	66138813	67.5	39989469	69.2	7.62752397756975	91.09	648194	596	5.81170567667955
LV3003047089	-56.7752183898391	-2.11843869888499	20.1876569280333	2.93201771267004	-4.16710933711854	LV3003047089	ST8		539.2	92138.5	1.23	7.4715438457584	mgca_jonkers_2013	3.96892	470599457	65.4	14420088	86.5	7.35016823882878	92.1385	141951	206	5.15214151579703
LV3003047088	-55.7995969917261	13.7148494608413	23.3832146617025	6.24871031540443	-4.70097928802108	LV3003047088	ST8		544.2	93520	46.2	7.75822376471483	mgca_jonkers_2013	3.8688	27343593	58.7	3769785	62.9	6.98472526975806	93.52	46002	112	4.66278615431119
LV3003047087	-47.0370527900417	21.1435282655182	15.4316160980703	11.3847787532537	-3.52217011008601	LV3003047087	ST8		549.2	94901.5	1.28	8.04490368367125	mgca_jonkers_2013	3.776895	97312152	62.8	5067910	70.1	6.61928230068734	94.9015	45812	142	4.66098873187183
LV3003061528	24.0264903268493	-52.3702783008695	19.7016507265796	-3.71910247164868	-17.8312498050406	LV3003061528	ST13		199.8	95118	368.13	9.4736373252121	mgca_jonkers_2013	3.76764	82665530	65	48781896	67.2	6.56201237466214	95.118	1017781	825	6.00765476588312
LV7008886695	-25.1637277716832	-40.5045291073072	-38.7842631298592	-21.6974480162826	-32.7627074440194	LV7008886695	GeoB25202_R1		201.5	95387.5	81.19	6.490722559125	uk37_alkenone	3.76225	82123360	42.3	30717060	43.5	6.490722559125	95.3875	745595	647	5.87250356943366
LV7008886707	-34.624124559379	-28.1193269334805	-40.7659970881204	-17.2349780562834	-24.9628335008843	LV7008886707	GeoB25202_R2		201.5	95387.5	68.75	6.490722559125	uk37_alkenone	3.76225	69827293	43.2	25105592	44.1	6.490722559125	95.3875	568907	560	5.7550420408717
LV3003047064	-64.4509031574805	29.6889503407287	26.3326498134348	7.47623388123235	-14.115569730332	LV3003047064	ST8		554.2	96283	31.71	8.33158360262767	mgca_jonkers_2013	3.77264	37955526	51.3	1581576	57.8	6.64358420103273	96.283	21720	35	4.33687981559842
LV3003047079	-41.2794244771521	-17.34176769997	16.6363239048358	6.25462743661761	10.0753207057478	LV3003047079	ST8		559.2	97520	59.02	7.11639516042118	mgca_jonkers_2013	3.8664	51410020	73	14691354	78.1	6.85473981358423	97.52	171510	346	5.23429197910824
LV3003047078	-61.183067650022	29.40786351498	27.1977778904666	10.8845841912258	-12.316675793904	LV3003047078	ST8		564.2	98757	23.95	5.90120671821468	mgca_jonkers_2013	3.80916	28784307	48.2	1579128	51.4	7.06589542613573	98.757	13396	44	4.12700755737133
LV3003047077	-51.8706798952032	28.0969357991621	16.0033970522949	11.3191346920767	-7.58580844844456	LV3003047077	ST8		569.2	99714.5	39.39	4.68601827600819	mgca_jonkers_2013	3.801435	34817460	60	3990510	64.6	7.22934045363618	99.7145	46091	117	4.6636255532128
LV3003047074	-61.8778279422182	29.3686636269893	30.8160858956581	9.42045261944053	-12.0874318098103	LV3003047074	ST8		574.2	100672	71.25	3.47082983380169	mgca_jonkers_2013	3.88392	3239870	51.6	919900	52.8	7.39278548113664	100.672	8155	20	3.9114772171061
LV3003061514	21.5397493957944	-58.2007694485485	33.5201786660468	-0.339604341340425	-20.6361740393428	LV3003061514	ST13		204.8	100672.6	311.64	10.4327391364617	mgca_jonkers_2013	3.883986	95754874	64.4	51605616	66.3	7.39288790099721	100.6726	1392493	945	6.14379333255492
LV3003047073	-61.3143867219799	29.3857322050712	31.3139666766057	9.79957794128803	-13.271562743716	LV3003047073	ST8		579.2	101685	16.41	3.39144821384191	mgca_jonkers_2013	3.8789	8394072	50.9	674057	55.5	7.56570434574025	101.685	4586	12	3.66152874013198
LV7008886768	-14.4462894680118	-46.0826603064178	-28.806637223797	-18.7869876263042	-23.1439962798418	LV7008886768	GeoB25202_R1		205.5	102295.5	82.16	7.669916553875	uk37_alkenone	3.86591	70034523	44	24756324	45.4	7.669916553875	102.2955	625669	669	5.79634533166474
LV7008886780	-1.82456944169064	-48.2554517430605	-20.0960136587516	-16.7882343621547	-29.4722728127558	LV7008886780	GeoB25202_R2		205.5	102295.5	96.96	7.669916553875	uk37_alkenone	3.86591	90635071	44.1	32708902	45.2	7.669916553875	102.2955	891911	789	5.95032200706702
LV3003047162	-62.9554232963978	29.2094168876947	26.4356380000652	7.86083484311327	-11.4352754569377	LV3003047162	ST8		584.2	102698	24.03	3.31206659388213	mgca_jonkers_2013	3.87396	19240014	49.7	2263696	51.8	7.78994871915485	102.698	24615	53	4.3912174832394
LV3003047063	-60.6638299718692	30.1746891252124	25.1825891658164	10.9985241397724	-11.2529739668664	LV3003047063	ST8		589.2	103695	26.33	3.23268497392235	mgca_jonkers_2013	3.9078	36052618	54.5	1895929	59.4	8.08727062917724	103.695	24610	57	4.3911292604179
LV3003047062	-54.8684123500721	29.2391768509145	17.7076153865539	6.1769751530697	-5.03311157044222	LV3003047062	ST8		594.2	104692	74.51	3.15330335396257	mgca_jonkers_2013	3.87156	12465076	64.7	2870399	66.7	8.38459253919963	104.692	39336	108	4.59480123577839
LV7008886744	-55.7490688849389	-17.3006997631481	-28.6279429285355	-18.7148791522054	-20.8169333253021	LV7008886744	GeoB25202_R1		209.5	105578.5	52.79	8.648961519375	uk37_alkenone	3.936775	48866737	42	21324633	43	8.648961519375	105.5785	417148	430	5.62029120681951
LV7008886756	-39.9967984090909	-22.4575388152472	-37.7930504949774	-17.4369940130795	-18.2965248102384	LV7008886756	GeoB25202_R2		209.5	105578.5	62.05	8.648961519375	uk37_alkenone	3.936775	52490713	43.1	18754669	44.3	8.648961519375	105.5785	414662	493	5.61769528539364
LV3003061501	-6.05749190876179	-40.8919382603347	-4.12228892012848	-3.22694016038493	-9.22364498234988	LV3003061501	ST13		209.8	105587.2	182.94	8.79668398759405	mgca_jonkers_2013	3.93808	68988323	65.5	35460711	68.4	8.6530138730751	105.5872	603306	572	5.78053836434133
LV3003047061	-51.7071337429661	23.0906665733274	18.0147407841388	7.9111257487478	-5.63945227026799	LV3003047061	ST8		599.2	105689	43.21	3.07392173400279	mgca_jonkers_2013	3.95335	28071056	61.9	2895889	66	8.70043106924403	105.689	39371	109	4.59518747643367
LV3003047060	-42.0942745622763	13.3810301503426	10.9683940219093	5.82796634805154	-1.00148964045709	LV3003047060	ST8		604.2	106686	70.8	2.99454011404301	mgca_jonkers_2013	4.02744	14545489	58.9	3426624	62	9.16482148751936	106.686	46974	162	4.67186678877256
LV3003047059	-50.1770934812712	19.7961425670885	9.57470364982763	5.09733410603921	-3.13529728622753	LV3003047059	ST8		609.2	107683	57.46	2.91515849408323	mgca_jonkers_2013	4.08781	50404610	52.1	4862774	54.7	9.62921190579469	107.683	79512	169	4.90043813955844
LV7008886708	-49.9187903790899	-27.5909807409032	-32.4002576006541	-19.0389381584349	-22.8288544801481	LV7008886708	GeoB25202_R1		213.5	109630.5	133.59	10.5363336105	uk37_alkenone	4.06956	52842490	42	23753897	43.3	10.5363336105	109.6305	534951	539	5.72831481553461
LV7008886720	-52.3663601154809	-41.4136403570596	-29.9357695500464	-21.4197997203869	-24.0444361444836	LV7008886720	GeoB25202_R2		213.5	109630.5	81.94	10.5363336105	uk37_alkenone	4.06956	95844104	40.9	36604669	42.2	10.5363336105	109.6305	914033	639	5.96096235080796
LV3003061489	-35.8285739020913	-15.938145385657	19.5111842773082	4.44188158921577	7.4456458330618	LV3003061489	ST13		214.8	112606.8	63.7	7.16062883872636	mgca_jonkers_2013	3.96932	38606083	72.6	18769932	78.6	11.8540635522199	112.6068	288010	295	5.45940907507892
LV3003061473	-39.1034228810249	15.9612656195878	14.0801102152821	9.35333480011912	0.439783089207617	LV3003061473	ST13		219.8	117088	32.31	5.52457368985868	mgca_jonkers_2013	3.5312	50561908	67	6601363	79.3	13.8380743760062	117.088	119389	164	5.07696795219792
LV7008886228	-56.0937705207056	27.4469896436521	17.9673874931208	9.20051103226302	-9.88706010476965	LV7008886228	GeoB25202_R2		223.5	120023.5	6.39	15.13774048625	uk37_alkenone	3.269765	88740799	47.1	2660886	51.7	15.13774048625	120.0235	41750	85	4.62066688195808
