from	to	weight	abs_weight	method	estimator	aracne_eps	core
S__GCA_011049715.1	S__GCA_004124295.1	0.24946926276681	0.24946926276681	mi_aracne	spearman	0	ST8
S__GCA_002731735.1	S__GCA_004124295.1	0.0513740600924446	0.0513740600924446	mi_aracne	spearman	0	ST8
S__3300010316_3	S__GCA_018066995.1	0.21918607097913	0.21918607097913	mi_aracne	spearman	0	ST8
S__GCF_000315075.1	S__3300027839_112	0.0454282170243049	0.0454282170243049	mi_aracne	spearman	0	ST8
S__GCA_000981725.1	S__3300027839_112	0.0441750446720849	0.0441750446720849	mi_aracne	spearman	0	ST8
S__3300022885_8	S__3300027839_112	0.0515655452382966	0.0515655452382966	mi_aracne	spearman	0	ST8
S__GCA_905620495.1	S__3300027839_112	0.361209605326855	0.361209605326855	mi_aracne	spearman	0	ST8
S__IMGVR_UViG_GVMAG-M-3300023179-21_000001	S__GCA_905612355.1	0.0752946924836891	0.0752946924836891	mi_aracne	spearman	0	ST8
S__GCA_018665385.1	S__GCA_905612355.1	0.031436699477642	0.031436699477642	mi_aracne	spearman	0	ST8
S__TARA_MED_95_MAG_00363	S__TARA_ANE_MAG_00022	0.289375344851903	0.289375344851903	mi_aracne	spearman	0	ST8
S__GCA_009887135.1	S__TARA_ANE_MAG_00022	0.270803354663161	0.270803354663161	mi_aracne	spearman	0	ST8
S__GCA_002168195.1	S__TARA_ANE_MAG_00022	0.319561939628763	0.319561939628763	mi_aracne	spearman	0	ST8
S__GCA_905479165.1	S__TARA_ANE_MAG_00022	0.292215602511875	0.292215602511875	mi_aracne	spearman	0	ST8
S__GCA_018656365.1	S__TARA_ANE_MAG_00022	0.276238023943663	0.276238023943663	mi_aracne	spearman	0	ST8
S__GCA_014239555.1	S__TARA_ANE_MAG_00022	0.273189767298801	0.273189767298801	mi_aracne	spearman	0	ST8
S__GCA_002312935.1	S__GCA_905181905.1	0.124071133177199	0.124071133177199	mi_aracne	spearman	0	ST8
S__GCA_002713895.1	S__GCA_905181905.1	0.16856092350321	0.16856092350321	mi_aracne	spearman	0	ST8
S__GCA_018669795.1	S__GCA_905181905.1	0.152904533603668	0.152904533603668	mi_aracne	spearman	0	ST8
S__TARA_ARC_108_MAG_00026	S__GCA_018667655.1	0.358389121165659	0.358389121165659	mi_aracne	spearman	0	ST8
S__GCA_016777265.1	S__GCA_018667655.1	1.06851675011876	1.06851675011876	mi_aracne	spearman	0	ST8
S__3300026119_12	S__3300023271_4	0.106749433012806	0.106749433012806	mi_aracne	spearman	0	ST8
S__GCA_016776815.1	S__3300023271_4	0.134562538469997	0.134562538469997	mi_aracne	spearman	0	ST8
S__GCA_013215295.1	S__3300023271_4	0.0807738491024849	0.0807738491024849	mi_aracne	spearman	0	ST8
S__GCA_013696905.1	S__TARA_ARC_108_MAG_00067	0.0850736707087686	0.0850736707087686	mi_aracne	spearman	0	ST8
S__3300023271_4	S__TARA_ARC_108_MAG_00067	0.176425984336166	0.176425984336166	mi_aracne	spearman	0	ST8
S__3300027788_48	S__3300027844_55	0.0962821548796679	0.0962821548796679	mi_aracne	spearman	0	ST8
S__3300020330_9	S__GCA_013203245.1	0.0793489329527951	0.0793489329527951	mi_aracne	spearman	0	ST8
S__3300024516_24	S__GCA_013203245.1	0.0922538770239653	0.0922538770239653	mi_aracne	spearman	0	ST8
S__3300027844_32	S__GCA_013203245.1	0.267004073450707	0.267004073450707	mi_aracne	spearman	0	ST8
S__TARA_MED_95_MAG_00363	S__GCA_004356015.1	0.172371983539544	0.172371983539544	mi_aracne	spearman	0	ST8
S__GCA_009392475.1	S__GCA_002313235.1	0.172071435260068	0.172071435260068	mi_aracne	spearman	0	ST8
S__GCA_018692355.1	S__GCA_002313235.1	0.0555366190122701	0.0555366190122701	mi_aracne	spearman	0	ST8
S__GCA_004356925.1	S__3300024431_33	0.0557340953689635	0.0557340953689635	mi_aracne	spearman	0	ST8
S__GCA_003228685.1	S__3300002239_5	0.503736200076347	0.503736200076347	mi_aracne	spearman	0	ST8
S__GCA_009937425.1	S__GCA_003228495.1	0.0932192159228542	0.0932192159228542	mi_aracne	spearman	0	ST8
S__3300020396_14	S__GCA_002700285.1	0.169925208871766	0.169925208871766	mi_aracne	spearman	0	ST8
S__GCA_004356925.1	S__GCA_002700285.1	0.079168386600121	0.079168386600121	mi_aracne	spearman	0	ST8
S__GCA_002331465.1	S__3300001683_21	0.048450436104826	0.048450436104826	mi_aracne	spearman	0	ST8
S__3300028418_7	S__3300000322_5	0.444969772756283	0.444969772756283	mi_aracne	spearman	0	ST8
S__GCA_009392435.1	S__3300026084_20	0.114314047207462	0.114314047207462	mi_aracne	spearman	0	ST8
S__3300020285_8	S__3300026084_20	0.107483531400954	0.107483531400954	mi_aracne	spearman	0	ST8
