taxon	threshold	method	module_kmeans	embedding_1	embedding_2	pca_1	pca_2	module_entropy_proxy	module_count	silhouette
S__3300026253_8	prev_10	bicor	M1	2.839459	-3.2454312	0.79319644	1.0051359	0.0	3	0.5429225564002991
S__3300026264_29	prev_10	bicor	M1	2.5860476	-4.1374807	0.72964245	-1.0246574	0.0	3	0.5429225564002991
S__3300026264_34	prev_10	bicor	M3	2.160285	-2.5297356	-3.0611858	1.5320331	0.0	3	0.5429225564002991
S__3300027687_20	prev_10	bicor	M1	2.7724352	-3.192614	0.6344173	1.1399248	0.0	3	0.5429225564002991
S__3300027752_17	prev_10	bicor	M1	2.6694307	-3.165928	0.36438513	1.3846679	0.0	3	0.5429225564002991
S__3300027771_26	prev_10	bicor	M1	2.6118379	-4.049653	0.8544149	-1.033769	0.0	3	0.5429225564002991
S__3300027779_22	prev_10	bicor	M1	2.8843877	-3.4887452	1.2270195	0.43763056	0.0	3	0.5429225564002991
S__3300027791_27	prev_10	bicor	M1	2.843705	-3.4014397	1.0931205	0.6488796	0.0	3	0.5429225564002991
S__3300027827_16	prev_10	bicor	M1	2.8291955	-3.796579	1.5951496	-0.22030237	0.0	3	0.5429225564002991
S__3300027844_79	prev_10	bicor	M1	2.785368	-3.963779	1.4370232	-0.7192827	0.0	3	0.5429225564002991
S__3300027847_80	prev_10	bicor	M1	2.8057027	-3.519196	1.2425249	0.45665056	0.0	3	0.5429225564002991
S__3300027997_10	prev_10	bicor	M1	2.869162	-3.473027	1.1735158	0.48935217	0.0	3	0.5429225564002991
S__GCA_000213395.2	prev_10	bicor	M1	2.8072433	-3.931898	1.2717692	-0.7451141	0.0	3	0.5429225564002991
S__GCA_000383355.1	prev_10	bicor	M1	2.8853092	-3.627313	1.4462312	0.25958553	0.0	3	0.5429225564002991
S__GCA_000402075.1	prev_10	bicor	M1	2.7396	-3.9987826	1.4355696	-0.7774314	0.0	3	0.5429225564002991
S__GCA_001437625.1	prev_10	bicor	M1	2.7260497	-3.2480748	0.7058649	1.0420433	0.0	3	0.5429225564002991
S__GCA_001510275.1	prev_10	bicor	M1	3.007462	-3.813958	1.1663609	-0.61182976	0.0	3	0.5429225564002991
S__GCA_001542995.1	prev_10	bicor	M1	2.8409972	-3.599593	1.3582077	0.22342157	0.0	3	0.5429225564002991
S__GCA_001543015.1	prev_10	bicor	M3	2.1908793	-2.5752473	-2.2291589	1.5946265	0.0	3	0.5429225564002991
S__GCA_001643535.1	prev_10	bicor	M1	3.413619	-3.0141776	0.18431178	0.6364915	0.0	3	0.5429225564002991
S__GCA_002082295.1	prev_10	bicor	M1	2.8470955	-3.3478923	0.9676226	0.7811921	0.0	3	0.5429225564002991
S__GCA_002295725.1	prev_10	bicor	M1	3.001439	-3.5801697	1.4222962	0.28809795	0.0	3	0.5429225564002991
S__GCA_002313235.1	prev_10	bicor	M1	2.8854165	-3.781911	1.5009521	-0.34281364	0.0	3	0.5429225564002991
S__GCA_002317795.1	prev_10	bicor	M1	2.8032818	-3.4294398	1.0955486	0.6175618	0.0	3	0.5429225564002991
S__GCA_002335045.1	prev_10	bicor	M2	2.459693	-4.0476236	-0.27487946	-1.0464928	0.0	3	0.5429225564002991
S__GCA_002499015.1	prev_10	bicor	M1	2.7228663	-3.2361155	0.6715029	1.0992873	0.0	3	0.5429225564002991
S__GCA_003229345.1	prev_10	bicor	M1	3.0265727	-3.7365088	1.501108	-0.17033872	0.0	3	0.5429225564002991
S__GCA_003331785.1	prev_10	bicor	M1	2.8804786	-3.9086604	1.48082	-0.6194657	0.0	3	0.5429225564002991
S__GCA_003526595.1	prev_10	bicor	M1	2.803825	-3.893747	1.6129931	-0.48781052	0.0	3	0.5429225564002991
S__GCA_003545625.1	prev_10	bicor	M1	2.7422194	-3.993733	1.4010304	-0.79287666	0.0	3	0.5429225564002991
S__GCA_003672175.1	prev_10	bicor	M1	2.8247428	-3.3833106	1.0646883	0.6963854	0.0	3	0.5429225564002991
S__GCA_004195625.1	prev_10	bicor	M1	2.2667089	-3.4773827	0.96358466	0.731572	0.0	3	0.5429225564002991
S__GCA_004356455.1	prev_10	bicor	M1	2.8318834	-3.5187383	1.2392725	0.42007965	0.0	3	0.5429225564002991
S__GCA_004356825.1	prev_10	bicor	M1	2.665856	-3.1124558	0.3339989	1.3773434	0.0	3	0.5429225564002991
S__GCA_004356895.1	prev_10	bicor	M1	2.8772197	-3.5395703	1.2936331	0.34607807	0.0	3	0.5429225564002991
